phase,race_id,fetched_at,t1,t2,t3,t4,t5,t6,s123,s124,s125,s126,s132,s134,s135,s136,s142,s143,s145,s146,s152,s153,s154,s156,s162,s163,s164,s165,s213,s214,s215,s216,s231,s234,s235,s236,s241,s243,s245,s246,s251,s253,s254,s256,s261,s263,s264,s265,s312,s314,s315,s316,s321,s324,s325,s326,s341,s342,s345,s346,s351,s352,s354,s356,s361,s362,s364,s365,s412,s413,s415,s416,s421,s423,s425,s426,s431,s432,s435,s436,s451,s452,s453,s456,s461,s462,s463,s465,s512,s513,s514,s516,s521,s523,s524,s526,s531,s532,s534,s536,s541,s542,s543,s546,s561,s562,s563,s564,s612,s613,s614,s615,s621,s623,s624,s625,s631,s632,s634,s635,s641,s642,s643,s645,s651,s652,s653,s654
live,2026-08-07-04-07,2026-08-07T14:51:49+09:00,2.6,3.0,6.0,7.8,78.0,3.2,17.2,12.9,17.4,6.8,43.4,94.7,83.2,57.2,34.0,97.2,105.9,37.2,56.0,132.3,172.9,62.4,11.0,58.7,30.2,38.9,37.4,31.2,39.3,13.7,117.9,207.2,240.9,168.7,99.7,202.8,263.4,108.6,134.8,286.1,348.0,134.8,24.6,130.8,81.7,91.5,126.4,240.9,240.9,213.5,183.6,185.4,263.4,145.6,486.0,276.3,909.3,722.8,469.8,394.2,612.8,619.5,454.6,391.5,687.5,1025.0,144.9,383.5,339.6,146.0,167.2,368.4,341.6,169.8,640.6,507.9,640.6,481.8,547.3,741.8,732.1,363.7,197.8,223.7,503.3,451.0,142.3,354.5,443.9,225.5,241.9,414.5,526.9,225.5,679.2,558.2,1252.0,1150.0,679.2,955.5,1409.0,587.2,331.6,345.8,841.4,581.2,23.8,121.2,77.2,91.5,33.3,174.0,104.0,120.4,322.1,394.2,593.4,696.0,161.0,181.8,507.9,327.7,247.2,292.1,751.7,498.9
live,2026-08-07-09-10,2026-08-07T14:52:09+09:00,1.0,0.0,0.0,12.7,0.0,0.0,9.6,40.9,24.2,65.7,5.3,12.9,6.3,57.2,66.0,70.0,101.4,214.8,27.5,22.4,135.6,62.2,163.1,280.1,379.0,140.0,50.7,126.3,121.5,286.4,67.1,211.2,165.2,390.5,167.3,263.0,368.2,613.7,143.2,167.3,495.6,644.4,515.5,495.6,859.2,920.5,19.9,45.2,16.8,102.2,41.9,131.5,76.2,76.7,174.1,218.4,263.0,613.7,47.2,68.1,238.6,211.2,368.2,477.3,560.3,477.3,157.1,211.2,252.7,678.3,132.8,339.1,348.3,314.3,339.1,358.0,306.8,560.3,415.7,537.0,402.7,758.1,477.3,495.6,758.1,758.1,103.9,88.8,415.7,132.8,115.0,263.0,402.7,368.2,100.6,368.2,444.4,348.3,678.3,585.8,991.3,859.2,171.8,515.5,560.3,859.2,644.4,805.5,920.5,218.4,859.2,560.3,1171.0,1074.0,1432.0,1288.0,805.5,678.3,859.2,991.3,1432.0,859.2,207.8,1288.0,758.1,1074.0
live,2026-08-07-17-09,2026-08-07T14:52:29+09:00,1.0,0.0,65.6,11.9,131.2,131.2,18.5,15.4,44.6,76.6,16.4,6.6,20.8,37.8,7.5,5.8,14.6,27.7,81.0,74.7,67.8,128.6,216.0,192.4,151.6,293.6,103.6,110.6,254.4,369.4,206.3,237.3,487.3,428.1,155.8,205.4,462.7,673.6,526.5,1272.0,1041.0,1065.0,880.9,1308.0,1431.0,2181.0,91.9,44.1,95.0,174.1,203.5,236.1,424.1,210.1,74.8,201.7,132.7,253.0,266.3,408.9,254.4,467.4,663.8,934.8,683.6,1065.0,38.4,28.9,43.5,83.8,105.3,231.3,251.6,297.4,70.1,237.3,144.9,247.6,75.9,167.1,143.1,141.8,174.8,363.5,334.3,301.3,408.9,372.4,295.5,420.2,683.6,848.2,1017.0,832.8,545.3,1205.0,817.9,1238.0,339.3,627.5,627.5,526.5,1477.0,1308.0,1908.0,1041.0,579.8,654.3,487.3,1017.0,1065.0,1635.0,1205.0,2410.0,1308.0,1908.0,1272.0,2544.0,538.9,1041.0,1388.0,1579.0,1205.0,2410.0,2544.0,1477.0
live,2026-08-07-04-09,2026-08-07T15:57:10+09:00,1.0,9.7,4.8,0.0,29.2,29.2,10.9,9.7,11.6,33.5,17.7,32.0,23.0,65.7,17.3,57.5,29.5,80.1,20.4,43.6,38.4,87.6,125.3,157.2,173.4,259.6,32.2,27.7,27.6,81.4,82.2,122.6,109.0,245.3,63.0,140.2,121.9,214.0,63.0,93.3,121.2,166.2,188.9,362.5,335.3,394.5,47.7,65.7,54.9,89.0,91.4,101.6,96.9,126.9,186.3,131.9,236.7,327.1,140.7,140.7,222.3,257.9,365.8,406.5,432.7,356.1,77.5,153.0,128.9,238.1,93.8,178.0,155.3,218.7,359.3,298.1,376.1,428.1,168.3,283.4,398.4,327.1,394.5,447.1,591.8,609.7,66.5,92.9,121.5,195.3,80.1,136.8,176.5,192.5,175.7,176.5,442.2,462.5,200.2,266.5,503.0,428.1,379.6,338.1,462.5,591.8,369.2,649.0,509.4,659.7,536.5,874.8,759.3,958.1,935.8,838.4,874.8,1059.0,670.7,958.1,1183.0,1387.0,894.3,1341.0,935.8,1490.0
live,2026-08-07-12-03,2026-08-07T15:57:29+09:00,1.0,0.0,0.0,0.0,0.0,0.0,39.0,42.2,115.2,59.1,27.7,53.9,54.8,29.8,68.6,87.1,144.6,144.6,109.6,38.4,144.6,212.4,73.1,50.3,93.1,212.4,53.5,73.1,121.4,91.8,73.9,117.2,115.2,25.8,103.0,130.7,271.9,183.7,165.8,135.9,226.6,206.0,109.6,28.6,115.2,135.9,43.0,55.2,90.6,36.5,84.9,36.3,128.2,13.6,165.8,47.2,271.9,46.2,154.5,130.7,154.5,183.7,48.5,21.0,45.6,86.0,98.5,133.3,125.9,151.1,161.8,199.9,206.0,183.7,295.6,242.8,242.8,183.7,261.5,399.9,212.4,212.4,309.0,251.8,174.3,295.6,242.8,226.6,283.3,226.6,261.5,194.2,309.0,212.4,309.0,295.6,219.3,323.7,251.8,357.8,453.3,399.9,523.0,271.9,295.6,283.3,119.2,86.0,178.9,339.9,147.8,29.3,188.8,52.3,88.3,28.8,67.3,47.2,339.9,251.8,178.9,849.9,679.9,54.8,50.3,377.7
live,2026-08-07-15-03,2026-08-07T15:57:51+09:00,1.0,3.0,0.0,0.0,0.0,0.0,28.4,58.8,25.4,31.3,35.6,55.0,28.7,39.1,191.8,148.6,118.9,160.7,50.4,36.0,64.6,39.3,24.1,63.2,114.3,57.1,58.3,66.8,50.4,73.4,108.1,156.5,61.9,138.3,126.5,160.7,185.8,247.8,69.1,94.4,138.3,114.3,160.7,237.9,169.9,160.7,73.4,77.2,48.7,57.7,114.3,82.6,73.4,35.6,156.5,114.3,156.5,141.6,58.3,69.1,81.4,57.7,169.9,160.7,165.2,116.6,87.4,132.1,116.6,180.2,118.9,174.9,141.6,121.3,160.7,283.2,180.2,185.8,106.2,156.5,228.7,138.3,160.7,270.3,169.9,313.0,43.7,40.1,156.5,49.9,66.0,52.1,126.5,88.7,57.7,76.2,112.2,57.7,160.7,141.6,198.2,180.2,64.6,108.1,55.5,129.2,205.0,237.9,313.0,102.5,270.3,205.0,457.5,330.4,228.7,330.4,371.7,247.8,371.7,396.5,349.8,495.6,123.9,270.3,148.6,330.4
live,2026-08-07-17-11,2026-08-07T15:58:12+09:00,1.1,26.2,26.2,13.1,13.1,3.7,6.0,12.0,16.4,11.3,9.4,18.4,26.8,16.1,30.7,36.9,57.4,40.9,44.2,58.2,86.9,50.7,28.9,37.7,66.1,61.4,35.4,59.8,90.1,66.4,88.2,237.0,299.6,202.1,249.0,337.3,527.0,468.5,319.0,496.0,359.9,398.8,185.0,329.7,464.8,418.6,37.3,59.2,88.1,47.6,82.2,184.4,260.0,145.0,142.2,229.6,299.6,222.7,208.5,349.2,309.0,333.5,110.7,251.1,268.3,310.6,218.6,161.2,472.2,388.3,304.2,634.7,819.8,522.3,327.9,536.6,621.3,450.6,556.8,819.8,670.8,641.6,578.7,756.8,737.8,952.1,268.3,302.7,508.8,273.2,407.1,627.9,894.4,508.8,407.1,694.4,776.7,1017.0,756.8,937.0,983.8,894.4,437.2,584.4,855.5,922.3,163.5,145.7,472.2,401.5,264.7,427.7,922.3,937.0,204.9,483.8,641.6,967.7,787.0,1000.0,1000.0,1054.0,641.6,855.5,1093.0,831.4
live,2026-08-07-24-03,2026-08-07T15:58:32+09:00,6.1,1.0,24.7,0.0,0.0,0.0,36.0,27.5,66.5,36.6,44.6,58.6,127.0,123.3,49.3,108.9,125.1,186.4,110.3,129.0,419.4,419.4,152.5,322.6,559.2,466.0,17.3,14.6,47.9,22.2,16.8,10.1,86.4,22.3,17.6,16.3,69.9,17.2,161.3,161.3,133.1,147.1,101.0,72.3,43.4,147.1,55.9,87.3,182.3,226.7,49.3,50.8,239.6,41.7,182.3,67.6,399.4,262.1,419.4,419.4,399.4,645.2,262.1,147.1,246.7,932.0,72.3,182.3,142.1,209.7,66.0,60.7,167.7,59.9,349.5,94.2,279.6,226.7,262.1,270.5,466.0,310.6,419.4,102.2,279.6,186.4,220.7,270.5,599.1,270.5,226.7,270.5,246.7,110.3,599.1,419.4,559.2,838.8,699.0,195.0,932.0,466.0,399.4,270.5,762.5,441.4,322.6,645.2,381.2,493.4,364.6,182.3,142.1,299.5,559.2,246.7,279.6,932.0,699.0,155.3,364.6,762.5,838.8,381.2,762.5,762.5
live,2026-08-07-04-11,2026-08-07T17:04:27+09:00,1.1,7.2,6.3,10.2,0.0,17.0,5.7,5.3,14.2,28.3,12.9,17.7,24.8,45.9,10.7,20.1,22.4,25.5,38.1,50.9,55.5,73.8,85.6,128.3,84.8,141.8,41.7,41.2,70.0,124.4,140.7,297.1,400.1,751.3,120.9,301.8,414.4,408.7,234.1,623.5,580.2,684.8,492.6,1111.0,710.4,1228.0,121.7,161.4,210.3,336.3,203.5,295.4,473.6,464.1,293.7,377.7,605.4,803.4,492.6,676.0,717.8,916.1,967.0,1028.0,999.4,1401.0,59.5,123.7,98.1,91.6,136.4,324.3,288.1,253.8,331.5,440.6,499.7,523.5,184.5,295.8,455.0,238.1,180.2,290.9,492.6,299.6,216.4,322.3,370.3,463.1,328.4,671.6,740.7,648.7,642.7,845.6,1236.0,1570.0,514.4,691.6,945.1,601.9,1044.0,1492.0,1671.0,924.2,522.2,759.5,381.1,896.4,800.3,1065.0,669.5,1297.0,1076.0,1265.0,1105.0,1347.0,424.5,619.8,1014.0,794.2,1099.0,1392.0,1460.0,885.1
live,2026-08-07-20-05,2026-08-07T17:04:46+09:00,1.0,0.0,0.0,6.0,18.0,0.0,9.1,3.2,19.6,73.0,19.7,30.8,96.4,155.1,7.9,22.6,38.3,80.9,103.2,188.0,85.3,389.3,201.7,264.2,150.9,443.8,44.4,19.0,61.1,261.0,158.5,192.9,312.5,739.7,46.6,146.9,188.0,403.5,144.1,336.2,267.3,541.2,672.5,599.8,410.9,584.0,110.9,108.2,233.6,369.8,169.4,166.8,312.5,134.5,135.3,203.6,504.3,541.2,528.4,341.4,634.0,739.7,1008.0,672.5,541.2,765.2,26.6,59.3,62.3,148.9,39.5,113.8,137.8,224.1,122.6,215.4,241.2,357.9,99.0,226.4,277.4,252.1,215.4,299.9,443.8,331.2,170.7,426.7,207.4,739.7,196.4,584.0,326.3,493.1,672.5,652.7,739.7,672.5,243.8,504.3,541.2,462.3,887.7,584.0,765.2,462.3,693.5,964.9,410.9,964.9,887.7,887.7,964.9,693.5,1387.0,1585.0,1056.0,964.9,418.7,792.6,1056.0,599.8,821.9,715.9,821.9,599.8
live,2026-08-07-24-05,2026-08-07T17:05:08+09:00,1.6,2.0,4.1,0.0,0.0,0.0,10.2,19.2,71.1,60.9,16.9,62.3,86.2,158.5,65.7,121.1,184.3,378.3,163.3,203.4,336.9,468.8,194.2,295.4,406.9,399.3,9.2,17.1,46.5,44.9,9.4,10.9,32.1,34.0,35.0,32.1,94.1,101.7,175.3,91.3,164.6,205.4,220.0,118.5,213.5,242.3,22.1,67.1,136.5,231.9,21.0,28.7,60.7,43.2,133.1,91.0,247.8,336.9,266.2,231.9,303.7,371.8,365.5,201.5,365.5,449.3,75.6,162.1,159.7,280.0,86.2,107.2,247.8,231.9,256.7,165.9,250.7,440.1,378.3,353.5,414.7,422.8,422.8,468.8,490.1,336.9,440.1,449.3,634.3,526.0,440.1,312.5,336.9,431.3,770.2,490.1,743.6,829.5,634.3,582.8,567.5,1268.0,616.2,743.6,1078.0,1135.0,582.8,770.2,653.5,1027.0,616.2,321.8,634.3,770.2,798.7,406.9,898.6,937.6,1659.0,829.5,695.7,1135.0,1540.0,695.7,980.3,980.3
live,2026-08-07-12-08,2026-08-07T18:13:33+09:00,1.0,0.0,63.0,0.0,10.5,0.0,13.1,53.1,7.3,74.2,18.1,78.8,17.9,146.7,78.8,118.6,130.6,204.8,8.6,15.6,87.4,89.6,236.0,296.9,365.1,346.7,30.5,97.2,15.6,178.3,69.8,315.0,51.7,434.0,182.5,352.6,266.3,564.2,17.9,29.6,162.9,181.4,521.6,713.4,816.7,539.7,66.5,174.3,68.0,316.6,112.2,264.1,86.3,260.8,376.1,416.5,504.6,838.7,76.2,74.2,313.4,405.6,1320.0,1001.0,775.8,1149.0,229.0,321.6,324.9,585.5,318.3,574.7,530.5,620.7,559.1,689.6,473.8,899.5,360.8,470.2,456.4,559.1,1088.0,816.7,1193.0,1193.0,15.0,31.2,129.3,105.9,19.6,36.5,170.0,142.3,59.2,62.1,291.4,328.4,219.3,190.4,342.9,371.6,266.3,337.3,484.9,500.5,756.9,2298.0,2069.0,1217.0,862.0,1724.0,1513.0,1825.0,1591.0,1241.0,1293.0,2586.0,2140.0,1217.0,1939.0,2216.0,1551.0,1513.0,2298.0,1939.0
live,2026-08-07-15-08,2026-08-07T18:13:55+09:00,1.0,0.0,0.0,0.0,42.0,0.0,9.3,3.8,31.7,40.1,16.7,18.3,80.4,113.8,8.9,15.9,48.1,65.0,108.7,108.7,123.2,203.6,77.5,217.5,199.9,352.2,47.7,29.1,121.2,191.3,123.2,127.5,203.6,326.3,50.3,126.8,312.5,331.2,249.3,255.0,270.6,569.0,452.9,554.8,435.1,672.5,66.8,50.7,134.5,142.2,125.3,118.6,184.9,102.7,100.4,147.9,369.8,304.0,277.4,233.6,273.9,396.3,569.0,482.4,304.0,452.9,30.7,61.4,114.3,211.3,56.6,129.0,203.6,261.0,117.4,213.3,174.7,376.1,261.0,258.0,284.5,389.3,382.6,389.3,443.8,418.7,141.3,224.1,326.3,129.0,226.4,207.4,264.2,369.8,369.8,277.4,569.0,765.2,462.3,516.1,516.1,554.8,792.6,616.4,739.7,452.9,326.3,693.5,426.7,693.5,482.4,482.4,634.0,964.9,715.9,739.7,821.9,1168.0,652.7,792.6,924.7,1008.0,924.7,853.5,1056.0,924.7
live,2026-08-07-19-07,2026-08-07T18:14:16+09:00,1.0,12.2,36.7,73.5,0.0,5.2,9.4,35.4,29.2,5.7,19.7,79.2,69.5,26.4,99.7,126.8,177.3,133.6,102.8,153.3,289.9,114.2,11.1,25.9,94.9,68.6,19.5,59.7,50.6,12.2,48.3,166.4,133.9,51.9,226.6,469.9,701.4,263.5,223.4,350.7,627.6,193.5,20.8,42.7,117.0,119.6,66.0,281.4,207.8,94.0,95.7,369.7,278.1,83.5,578.1,640.2,757.1,769.3,422.1,420.2,859.4,489.2,142.5,130.6,433.6,377.0,427.7,757.1,619.4,561.1,465.3,1059.0,836.8,574.6,1071.0,1109.0,973.4,1362.0,706.6,1004.0,1362.0,944.5,681.4,763.1,1423.0,1538.0,390.9,574.6,926.2,447.8,476.9,706.6,983.4,524.1,875.2,908.5,2029.0,1324.0,1014.0,1616.0,2218.0,1907.0,542.0,535.9,973.4,1289.0,23.4,51.7,159.5,158.7,28.2,56.1,101.7,171.2,118.9,108.4,474.6,405.9,557.8,611.5,1135.0,1177.0,365.5,362.7,667.1,1048.0
live,2026-08-07-12-10,2026-08-07T19:11:43+09:00,1.7,8.7,2.9,8.7,6.5,26.2,38.7,79.8,65.5,69.2,22.0,11.5,6.4,17.8,70.1,29.2,44.4,65.9,67.9,13.6,50.0,45.4,142.1,79.8,145.4,116.7,125.6,178.9,252.5,303.3,219.1,540.8,371.3,621.9,277.9,621.9,765.4,721.0,404.5,518.2,765.4,843.3,672.3,789.7,621.9,843.3,50.3,22.6,11.6,26.8,75.7,188.4,191.3,184.2,45.9,177.6,69.2,117.9,19.5,127.9,59.0,36.5,119.0,411.1,168.6,119.0,213.5,133.3,157.4,234.6,376.9,672.3,559.0,473.8,172.7,629.8,177.0,277.9,217.2,559.0,231.4,350.3,512.9,523.7,497.5,578.5,198.2,36.1,144.6,109.8,347.9,407.8,492.6,540.8,42.2,312.9,169.8,120.4,240.3,700.7,264.6,421.6,264.6,492.6,232.5,448.2,529.3,343.1,802.5,585.3,691.0,938.7,956.8,1213.0,357.9,710.7,559.0,448.2,975.5,1184.0,629.8,654.6,444.2,1130.0,379.8,956.8
live,2026-08-07-19-09,2026-08-07T19:12:03+09:00,1.0,15.1,6.7,15.1,60.7,0.0,5.5,16.8,33.4,45.1,4.1,8.6,18.1,33.1,29.6,27.4,68.9,108.2,88.2,70.9,156.7,249.3,175.5,150.9,302.6,434.8,34.3,74.2,136.8,158.6,60.2,173.1,263.8,300.5,238.6,267.6,440.8,535.3,505.6,816.7,943.8,1179.0,646.7,855.1,1202.0,1573.0,15.4,21.7,36.8,52.9,43.1,91.9,143.8,154.0,65.5,94.3,154.6,215.5,160.4,351.0,387.2,558.8,245.0,407.0,674.1,910.1,159.8,148.1,292.9,493.8,320.9,355.9,772.2,758.4,216.3,463.3,579.1,855.1,497.7,715.8,796.3,801.3,801.3,1168.0,1313.0,1431.0,646.7,447.0,656.7,891.0,897.2,980.1,1313.0,1464.0,598.1,1213.0,1179.0,1400.0,891.0,1400.0,1261.0,1400.0,1654.0,1633.0,1930.0,1516.0,740.7,646.7,1249.0,1769.0,1098.0,1499.0,2196.0,2196.0,670.6,1300.0,2088.0,1769.0,1721.0,2600.0,2359.0,2275.0,1633.0,1820.0,2600.0,2159.0
live,2026-08-07-19-11,2026-08-07T20:08:39+09:00,1.1,6.7,9.0,13.5,9.0,27.0,8.7,12.3,17.0,42.9,8.4,7.5,12.9,40.0,16.0,13.9,18.4,37.9,26.2,25.3,29.6,65.1,107.5,107.6,101.3,126.4,102.0,117.5,147.8,260.2,198.5,437.1,566.2,882.0,224.4,516.4,579.4,940.2,296.6,596.8,576.1,823.7,638.8,1071.0,1145.0,1158.0,77.3,56.1,73.2,155.9,179.9,260.9,354.6,371.8,147.6,301.1,241.3,483.8,193.1,400.2,335.5,604.0,600.4,940.2,797.3,940.2,105.1,113.7,88.0,166.1,207.6,336.7,465.7,556.8,215.2,455.1,408.4,626.8,134.5,290.5,337.8,327.8,304.7,668.9,749.3,532.9,135.2,146.1,125.0,288.0,244.2,457.1,417.0,638.8,272.3,559.9,544.6,866.6,157.4,387.8,398.6,457.1,619.0,772.6,882.0,810.3,420.5,772.6,615.2,760.8,1038.0,1403.0,1718.0,1200.0,996.6,1294.0,1465.0,1812.0,760.8,1607.0,1661.0,1346.0,958.3,1158.0,1633.0,1200.0
live,2026-08-07-20-11,2026-08-07T20:08:59+09:00,1.0,77.4,110.6,193.6,0.0,258.2,5.1,14.7,109.9,12.0,8.4,17.1,94.4,12.7,38.6,38.5,140.7,44.9,245.4,219.5,301.1,283.4,27.3,27.9,51.0,213.5,18.9,38.6,171.7,30.7,54.7,125.9,410.1,115.4,108.2,174.1,479.6,213.5,451.7,551.7,593.7,751.1,109.1,195.4,277.1,588.1,36.8,65.2,221.8,49.8,71.0,123.4,373.3,93.7,115.8,147.7,593.7,186.1,490.9,384.8,593.7,878.1,96.0,177.6,251.4,566.8,127.7,163.2,356.2,150.9,186.1,305.6,537.4,223.4,243.5,338.8,498.7,299.7,479.6,724.9,769.7,779.3,164.5,225.0,392.1,789.2,519.5,519.5,593.7,769.7,649.4,582.6,623.4,577.2,890.6,599.5,1056.0,1199.0,511.0,903.5,959.2,989.6,890.6,930.5,1246.0,1298.0,105.1,115.8,186.1,556.6,159.4,280.8,335.2,878.1,174.6,323.0,439.0,1039.0,230.0,371.1,515.2,1222.0,809.7,944.6,1298.0,1385.0
live,2026-08-08-10-02,2026-08-08T08:46:51+09:00,1.0,0.0,19.5,0.0,19.5,0.0,5.0,5.3,5.8,30.4,19.5,39.4,52.6,114.5,24.3,56.5,59.7,103.1,21.1,52.6,66.9,75.9,93.7,174.3,162.8,179.3,27.0,31.4,30.2,89.6,81.4,193.3,229.1,538.1,98.2,257.8,209.7,458.3,70.7,257.8,193.3,287.8,275.0,476.0,687.5,687.5,56.5,98.2,126.2,287.8,97.4,107.6,199.6,294.6,257.8,196.4,589.3,562.5,190.4,242.6,495.0,1031.0,952.0,458.3,618.8,1125.0,126.2,317.3,242.6,687.5,158.6,343.7,281.2,458.3,353.6,412.5,412.5,952.0,364.0,476.0,375.0,952.0,728.0,562.5,1125.0,884.0,104.8,206.2,217.1,301.8,127.5,263.3,294.6,238.0,281.2,269.0,1031.0,952.0,334.5,589.3,1237.0,334.5,562.5,495.0,1125.0,825.1,353.6,1375.0,1031.0,728.0,412.5,728.0,1031.0,1031.0,952.0,728.0,1125.0,1547.0,1125.0,1375.0,1375.0,1125.0,773.5,1768.0,1547.0,1768.0
live,2026-08-08-14-02,2026-08-08T08:54:56+09:00,2.5,0.0,7.5,1.5,7.5,0.0,40.7,32.1,67.0,96.1,50.2,23.9,58.9,137.7,30.2,26.8,27.6,105.0,106.1,50.9,48.9,221.5,212.3,242.6,141.5,407.6,101.9,84.2,159.2,242.6,134.0,110.7,147.6,509.5,79.0,90.1,97.0,172.7,141.5,161.7,115.8,536.3,237.0,509.5,566.1,636.9,64.5,35.1,78.3,226.4,117.1,42.2,80.8,299.7,36.1,38.7,47.4,154.4,129.0,114.5,96.1,308.8,424.6,242.6,226.4,636.9,27.9,34.3,18.6,97.0,38.4,54.7,21.7,103.9,41.0,55.6,41.5,105.0,26.1,22.7,33.8,56.3,119.8,152.1,199.8,102.9,110.7,135.8,69.3,254.7,212.3,156.7,102.9,221.5,299.7,192.2,159.2,599.4,73.8,129.0,143.5,242.6,377.4,849.2,727.9,308.8,391.9,636.9,599.4,849.2,727.9,463.2,727.9,727.9,1019.0,849.2,377.4,463.2,318.4,679.4,536.3,407.6,1132.0,926.4,926.4,485.2
live,2026-08-08-10-04,2026-08-08T09:37:45+09:00,1.6,0.0,6.7,0.0,1.6,0.0,46.9,23.9,39.9,62.7,45.2,58.7,57.3,105.1,27.3,98.0,11.6,27.3,40.3,73.1,19.2,30.2,116.0,168.3,72.6,74.2,97.1,73.7,126.2,148.5,187.0,201.9,288.5,504.9,113.4,280.5,138.3,198.0,132.8,306.0,171.1,187.0,280.5,348.2,325.7,280.5,56.7,84.1,84.8,183.6,153.0,87.8,171.1,224.4,194.2,162.8,288.5,297.0,155.3,206.0,258.9,439.0,348.2,272.9,265.7,594.0,54.5,140.2,26.4,71.1,89.3,224.4,96.1,110.9,183.6,210.3,229.5,420.7,31.5,71.6,153.0,31.4,126.2,165.5,388.4,80.7,54.0,90.1,27.5,39.9,116.0,160.2,92.6,90.1,187.0,174.1,198.0,280.5,36.4,90.1,171.1,28.6,61.5,127.8,206.0,63.1,165.5,439.0,194.2,157.7,348.2,420.7,240.4,348.2,594.0,504.9,531.5,561.0,229.5,258.9,504.9,132.8,150.7,272.9,480.8,104.1
live,2026-08-08-02-03,2026-08-08T11:32:25+09:00,0.0,7.5,2.5,3.7,2.5,7.5,51.5,93.1,51.4,135.5,58.7,118.8,84.5,215.7,167.3,244.7,215.7,409.9,92.6,147.7,282.7,315.3,149.0,315.3,399.9,420.4,21.5,61.8,23.4,89.6,19.2,34.6,12.1,41.3,107.1,71.9,85.4,195.2,23.7,14.4,48.9,36.4,224.6,118.8,218.6,108.5,48.2,59.4,71.2,131.1,41.6,39.1,22.3,54.6,131.1,68.6,109.3,202.4,81.5,29.1,82.8,76.6,230.9,143.8,241.1,167.3,199.9,237.6,156.1,381.3,207.5,106.4,123.2,159.2,224.6,122.3,165.6,309.3,192.9,138.9,163.9,237.6,431.5,199.9,420.4,528.9,78.4,119.6,230.9,182.2,45.6,27.5,63.0,45.2,131.1,46.8,178.2,157.6,327.9,218.6,292.8,468.5,207.5,112.3,182.2,221.5,455.5,683.2,911.0,819.9,241.1,268.8,512.4,298.1,655.9,356.4,512.4,431.5,1024.0,431.5,964.5,1366.0,780.8,364.4,512.4,780.8
live,2026-08-08-14-07,2026-08-08T11:32:46+09:00,1.1,3.8,0.0,23.2,11.6,23.2,26.1,54.2,13.1,71.5,31.7,67.2,20.3,102.5,94.0,134.2,87.7,213.5,11.7,17.6,46.8,34.1,201.6,258.2,283.9,143.1,42.9,92.2,23.7,108.2,74.7,194.4,37.2,217.8,195.8,313.5,176.1,347.6,24.9,25.3,94.0,57.0,339.0,459.6,542.4,216.9,80.4,187.0,60.5,236.8,118.4,185.1,55.1,311.7,334.8,294.7,259.5,602.6,62.5,50.8,152.3,127.0,537.0,480.0,786.0,440.9,227.9,502.2,200.1,506.9,240.0,354.5,296.3,437.4,669.6,393.0,407.8,797.6,209.4,231.7,262.0,352.2,686.5,225.0,1130.0,661.4,17.5,31.8,63.3,40.0,25.4,27.7,109.7,46.6,57.2,49.3,162.8,108.9,195.8,179.0,224.1,285.4,85.0,86.0,144.6,285.4,638.1,1465.0,1870.0,521.5,889.1,1291.0,1179.0,526.6,1356.0,1043.0,1232.0,786.0,1506.0,1130.0,2169.0,1261.0,427.0,448.2,704.4,1043.0
live,2026-08-08-18-03,2026-08-08T11:33:08+09:00,2.9,4.1,2.7,5.6,7.9,11.7,8.3,19.0,65.0,31.5,12.3,24.9,71.7,35.4,40.6,48.6,133.8,87.2,167.8,165.9,346.7,249.3,125.9,132.0,207.8,341.0,10.4,23.2,86.5,33.8,13.1,23.7,75.2,23.8,62.5,51.7,187.2,92.9,271.7,225.1,401.3,316.8,119.5,81.0,184.1,323.5,23.6,56.0,120.0,67.5,24.0,39.0,107.4,40.7,96.7,68.2,218.1,140.3,267.9,230.8,343.4,330.5,170.3,106.7,243.6,365.9,119.9,180.1,220.5,237.4,138.3,118.7,335.8,228.1,226.3,139.1,502.0,350.8,306.4,445.7,493.5,357.3,398.6,372.5,508.2,522.8,457.7,496.9,600.8,727.3,668.6,571.2,858.5,912.5,652.1,682.8,1124.0,1234.0,603.3,993.8,1066.0,868.8,1021.0,1124.0,1138.0,1011.0,323.8,465.0,866.2,1107.0,358.2,195.4,618.7,1229.0,493.5,257.4,757.6,1156.0,930.1,740.2,1051.0,1165.0,1120.0,1594.0,1551.0,1204.0
live,2026-08-08-05-04,2026-08-08T12:54:33+09:00,1.9,0.0,1.5,8.6,0.0,17.2,19.3,82.6,114.0,23.5,30.0,114.9,84.4,34.5,173.6,188.6,272.9,142.8,127.3,148.3,206.5,169.8,32.6,42.4,107.6,144.1,29.3,103.9,171.7,32.3,34.1,91.5,99.2,15.5,231.5,203.7,527.0,103.9,218.3,171.7,436.6,132.9,19.3,15.7,77.9,104.6,52.8,119.4,99.8,54.3,48.8,80.4,89.3,20.7,218.3,134.0,272.9,179.8,238.8,108.3,325.1,228.1,62.3,25.9,162.5,171.7,218.3,224.7,332.2,299.6,413.0,231.5,436.6,169.8,527.0,272.9,372.7,332.2,391.9,477.6,402.2,424.5,318.4,181.9,242.6,611.3,238.8,235.1,347.3,242.6,238.8,148.3,449.5,206.5,402.2,191.0,694.7,391.9,449.5,849.1,664.5,849.1,355.4,250.5,463.1,527.0,34.7,66.1,215.2,228.1,27.9,19.1,130.6,136.4,40.9,24.1,175.6,181.9,283.0,198.4,259.0,382.1,288.3,277.8,277.8,587.8
